dayofyear,min,p05,p40,mean,p60,p95,max,2024,2024_diff,date
106,24.3,24.714239789747793,27.42,27.947177595804455,28.88,30.81530019181313,32.2,30.2,2.2528224041955447,2024-04-16
107,24.0,24.6650157690241,27.96,27.916997183697443,28.8,30.773770573543246,32.4,27.6,-0.3169971836974419,2024-04-17
108,21.4,24.616636742301477,27.46,27.88374509091748,28.18,30.726612673545876,31.7,27.0,-0.8837450909174791,2024-04-18
109,23.7,24.57028356819205,27.88,27.8474557960714,29.02,30.67546666775027,32.2,26.0,-1.8474557960714009,2024-04-19
110,24.1,24.525620188278804,27.38,27.80839546128174,28.22,30.622477600421767,31.1,25.4,-2.408395461281742,2024-04-20
111,24.5,24.481704522636996,27.4,27.767321553460913,28.939999999999998,30.5693872665292,31.2,26.3,-1.4673215534609128,2024-04-21
112,22.0,24.44008745923872,27.32,27.72500958227325,28.46,30.517316556749954,30.6,28.2,0.474990417726751,2024-04-22
113,22.6,24.403375949704753,27.46,27.682213265984846,28.02,30.466595378328595,30.5,27.1,-0.5822132659848442,2024-04-23
114,21.8,24.372628771975037,26.76,27.639372534575802,28.0,30.417605556885583,30.6,27.9,0.26062746542419646,2024-04-24
115,22.5,24.347979689071757,27.2,27.597106323991706,28.04,30.370875280441687,30.8,27.3,-0.2971063239917058,2024-04-25
116,24.9,24.32849572974068,27.68,27.556260122089466,28.04,30.32693223658552,31.2,27.2,-0.35626012208946634,2024-04-26
117,23.6,24.31452861895233,27.16,27.517823911351712,28.24,30.28634587994716,31.3,26.2,-1.317823911351713,2024-04-27
118,24.7,24.307525712678572,27.16,27.482312889697806,27.76,30.249177863260403,30.9,24.9,-2.582312889697807,2024-04-28
119,21.5,24.30910167360922,27.16,27.449953698277263,28.08,30.21388509343265,30.4,25.6,-1.849953698277261,2024-04-29
120,21.4,24.318026131843897,26.82,27.420297910494202,28.08,30.178607201675135,30.2,26.2,-1.220297910494203,2024-04-30
121,23.4,24.332197920573602,27.02,27.392424139125144,27.66,30.14198204734521,30.2,29.2,1.8075758608748558,2024-05-01
122,23.8,24.351192452553917,26.6,27.365608870797445,27.48,30.10366577364226,30.3,28.6,1.2343911292025567,2024-05-02
123,23.0,24.37482757244883,26.36,27.339308096252353,27.96,30.063222817512695,30.8,28.9,1.5606919037476459,2024-05-03
124,22.8,24.401606342212634,27.0,27.313336377044322,28.08,30.020060485216852,31.5,28.7,1.3866636229556768,2024-05-04
125,24.1,24.43015983979666,26.62,27.28774807658707,27.6,29.973559033811163,30.3,27.7,0.4122519234129278,2024-05-05
126,23.9,24.459286818385742,26.82,27.26259946675954,27.54,29.924020696172335,30.9,27.3,0.03740053324046144,2024-05-06
127,24.9,24.487886339695464,27.060000000000002,27.237675232848233,27.939999999999998,29.87266017036199,30.4,27.8,0.5623247671517682,2024-05-07
128,23.6,24.515312653101475,27.1,27.213313562403602,27.96,29.821618549469754,30.5,28.5,1.2866864375963978,2024-05-08
129,21.0,24.5426130391804,26.76,27.19030802287065,27.68,29.772806256834038,31.2,27.9,0.7096919771293493,2024-05-09
130,23.7,24.569698195909726,27.3,27.16893467104952,27.7,29.726693687872345,30.3,27.5,0.3310653289504799,2024-05-10
