dayofyear,min,p05,p40,mean,p60,p95,max,2024,2024_diff,date
141,14.1,14.39692935156919,15.32,15.938507789054125,16.24,18.068076898041088,19.0,16.6,0.6614922109458767,2024-05-21
142,14.3,14.389246291091592,15.26,15.950355988428083,16.14,18.103031795509256,18.6,17.2,1.2496440115719167,2024-05-22
143,14.2,14.380303741915624,15.3,15.958286787508918,16.14,18.14235371650773,18.8,17.1,1.1417132124910836,2024-05-23
144,14.3,14.370334009883397,15.360000000000001,15.961502432991715,16.439999999999998,18.18449073897112,19.4,17.9,1.9384975670082838,2024-05-24
145,14.1,14.359539059273352,15.4,15.959650354180747,16.22,18.227757273782018,19.7,17.6,1.6403496458192546,2024-05-25
146,14.1,14.3478794781422,15.3,15.952630811388197,16.42,18.27078196025358,19.4,18.5,2.5473691886118033,2024-05-26
147,14.2,14.335280607344565,15.3,15.940583444222936,16.1,18.31175121897134,19.4,18.0,2.059416555777064,2024-05-27
148,14.2,14.32154570566995,15.26,15.924020714444229,16.14,18.348443032027333,19.2,18.3,2.375979285555772,2024-05-28
149,14.6,14.30633122860733,15.46,15.903842324634427,15.639999999999999,18.378793859802574,19.5,18.1,2.1961576753655745,2024-05-29
150,13.8,14.288933676046517,15.7,15.880355175093397,16.24,18.401125107799373,19.7,18.0,2.1196448249066027,2024-05-30
151,13.5,14.26868358488454,15.360000000000001,15.853309734894099,16.0,18.414696980801715,19.2,17.9,2.0466902651059,2024-05-31
152,13.9,14.245020264289275,15.46,15.822113909574675,16.1,18.419502320587803,19.1,,,2024-06-01
153,14.0,14.217714203767317,15.42,15.786404558721197,16.04,18.416663557706084,19.0,,,2024-06-02
154,14.2,14.187163824621699,15.26,15.746036333564591,15.5,18.406826554211566,19.6,,,2024-06-03
155,14.1,14.154002231993088,15.16,15.700942075757553,15.52,18.389914375950966,19.4,,,2024-06-04
156,14.2,14.11871656334856,15.0,15.651375010446833,15.639999999999999,18.365231475553156,19.2,,,2024-06-05
157,14.1,14.081628219291312,15.12,15.598011654319015,15.5,18.332207699469745,18.9,,,2024-06-06
158,13.3,14.042826636975029,15.26,15.541607503488368,15.4,18.290614397163537,19.0,,,2024-06-07
159,13.3,14.002019967063429,15.06,15.482764176388528,15.3,18.240546312415265,19.0,,,2024-06-08
160,13.9,13.95912539403266,14.98,15.421981159973331,15.3,18.18330555426319,18.6,,,2024-06-09
161,13.9,13.914431707540478,14.7,15.359792522604911,15.24,18.121536505832267,18.9,,,2024-06-10
162,13.7,13.868075226883219,15.12,15.296940189532407,15.44,18.05781948696719,19.0,,,2024-06-11
163,13.7,13.820189900701552,14.66,15.234428500831667,15.24,17.99489972113756,19.3,,,2024-06-12
164,13.3,13.771366273355714,14.5,15.172971351393963,14.94,17.936184525223425,18.6,,,2024-06-13
165,13.4,13.722400229249129,14.62,15.1128973285322,15.0,17.88468572020002,18.6,,,2024-06-14
166,13.4,13.67425361303527,14.5,15.054224124279521,15.08,17.84228644737404,19.4,,,2024-06-15
167,13.2,13.627595379414666,14.2,14.996983974753775,14.68,17.80950795723076,18.8,,,2024-06-16
168,13.5,13.582963799576687,14.22,14.941223991431752,14.8,17.784272351558133,18.3,,,2024-06-17
169,13.4,13.540755109371112,14.3,14.887277804263737,14.74,17.76300636095851,18.9,,,2024-06-18
170,13.3,13.501156023825395,14.26,14.83571055233721,14.719999999999999,17.743313567912175,18.7,,,2024-06-19
171,13.3,13.463589906985302,14.06,14.786892692576869,14.74,17.724886330005585,18.7,,,2024-06-20
172,13.1,13.427175015672281,14.24,14.740821018302347,14.5,17.708254991662017,18.7,,,2024-06-21
173,13.1,13.39147998765823,14.06,14.697450872822728,14.34,17.694060219024816,18.4,,,2024-06-22
174,12.9,13.356654845650999,14.06,14.656979175108154,14.34,17.68346851983808,19.6,,,2024-06-23
175,12.8,13.323168040276148,14.0,14.619501813226645,14.4,17.675725510160444,19.6,,,2024-06-24
176,12.8,13.291637042411386,14.0,14.584882915260225,14.4,17.66864632187986,19.5,,,2024-06-25
177,12.9,13.26290222988917,13.8,14.552903720863045,14.3,17.659694897683902,18.2,,,2024-06-26
178,13.4,13.237721246590258,13.9,14.52329805110705,14.24,17.64715947658195,18.7,,,2024-06-27
179,13.1,13.216574408332884,13.76,14.495927900430019,14.2,17.630729370271688,18.2,,,2024-06-28
180,13.0,13.199467161337093,13.860000000000001,14.470770935222392,14.28,17.611090873861567,19.1,,,2024-06-29
181,12.9,13.185898212190631,13.76,14.447634413854757,14.2,17.587811257706363,19.2,,,2024-06-30
182,13.1,13.175279050815105,14.1,14.426055029384136,14.34,17.559027084332,19.2,,,2024-07-01
183,13.5,13.166476955588358,14.12,14.405650606422531,14.5,17.523289226585486,19.6,,,2024-07-02
184,12.5,13.158166763797675,13.92,14.386182578196387,14.1,17.47980469116873,19.3,,,2024-07-03
185,12.7,13.149297693201172,13.9,14.367271115426892,14.1,17.42874312467594,19.7,,,2024-07-04
186,12.8,13.139129893816573,13.76,14.34844790349865,14.1,17.37125079407131,19.1,,,2024-07-05
187,12.7,13.127339926710299,13.9,14.329483675081212,14.0,17.309313117971147,18.9,,,2024-07-06
188,12.3,13.114324287067905,13.9,14.31026818672868,14.139999999999999,17.24481613781903,18.5,,,2024-07-07
189,12.5,13.100761899133724,13.8,14.290604171982897,14.1,17.17818967756343,19.1,,,2024-07-08
190,13.4,13.08754161177525,13.9,14.270317690181486,14.1,17.10868135243868,18.8,,,2024-07-09
191,13.2,13.075690301913964,13.860000000000001,14.249451016608795,14.1,17.03631985226286,18.3,,,2024-07-10
192,12.8,13.065092676503626,13.860000000000001,14.228045492112058,14.139999999999999,16.963205420308732,17.8,,,2024-07-11
193,13.2,13.054779694387468,13.8,14.20629073257985,14.18,16.89321302545248,18.0,,,2024-07-12
194,12.6,13.043480812174828,13.860000000000001,14.184449769696599,14.2,16.829913570144214,17.8,,,2024-07-13
195,12.3,13.030378704219139,13.66,14.162821932458687,14.0,16.77427112100749,17.6,,,2024-07-14
196,12.8,13.015501712527495,13.66,14.14184382859606,14.0,16.725497663072282,17.4,,,2024-07-15
197,12.5,12.999238805211561,13.6,14.121977089762773,13.9,16.682299412939862,17.8,,,2024-07-16
198,12.8,12.982234189503778,13.8,14.103505172836577,14.1,16.644183011655883,18.7,,,2024-07-17
199,12.6,12.965295226343683,13.56,14.086640241027732,13.94,16.6111459706644,19.7,,,2024-07-18
200,12.3,12.949596367047128,13.66,14.071714659026512,14.0,16.58261516934936,19.3,,,2024-07-19
201,12.5,12.936023594957735,13.66,14.059078376714258,13.94,16.557178750124066,19.5,,,2024-07-20
202,12.2,12.925074060882604,13.66,14.048889102307557,13.9,16.533493069916343,20.5,,,2024-07-21
203,12.7,12.917158567376896,13.6,14.04101402855214,13.7,16.510240085372555,20.1,,,2024-07-22
204,12.9,12.912337740240242,13.66,14.035190637423229,13.9,16.486687885327825,20.3,,,2024-07-23
205,12.3,12.910332623101258,13.6,14.03108085230374,13.9,16.463270117122956,20.0,,,2024-07-24
206,12.4,12.910613568630449,13.5,14.028124724593484,13.7,16.44214134465568,19.5,,,2024-07-25
207,12.0,12.912957277309172,13.56,14.025768180644404,13.78,16.425082374765832,20.3,,,2024-07-26
208,12.2,12.917289522482234,13.5,14.023674794709377,13.7,16.411386305399343,19.8,,,2024-07-27
209,12.7,12.92347335766013,13.66,14.021801786699552,13.84,16.3974090588869,19.2,,,2024-07-28
210,12.6,12.931161428126353,13.7,14.020246223912807,13.9,16.378711825152635,19.2,,,2024-07-29
211,12.7,12.939458682819913,13.66,14.019058903055095,13.94,16.352146332727255,19.4,,,2024-07-30
212,12.9,12.947882636234933,13.780000000000001,14.01823305254081,14.1,16.318025814115373,19.1,,,2024-07-31
213,12.8,12.95637664370529,13.8,14.017609351030167,14.0,16.27987090776229,19.4,,,2024-08-01
214,12.7,12.964411052470037,13.5,14.0167440499284,14.04,16.240812784391206,18.7,,,2024-08-02
215,12.8,12.971454348597781,13.7,14.01522686481477,13.8,16.201881130963923,18.6,,,2024-08-03
216,13.0,12.977228962149715,13.7,14.012724886448737,13.9,16.162527007429887,18.0,,,2024-08-04
